Survey start time,Observing efficiency (%),Total time elapsed (s),Survey time (s),Other survey time (s),Deadtime (s),Open-shutter time (s),Slew time (s),Settle time (s),GS acquisition time (s),Dither time (s),Readout time (s)
2024-10-21 01:28:00.000,33.567910148183685,16405.660287265433,13405.660287265424,3000.0000000000086,0,4500.0,2032.060287264904,4140,1380,1350.0,3.6000000000000028
2024-10-22 01:00:00.000,33.65183772805654,16372.226611708098,13372.226611708089,3000.0000000000086,0,4500.0,1998.6266117075538,4140,1380,1350.0,3.6000000000000028
2024-10-23 00:34:00.000,34.1246506667354,16126.94817991672,13186.948179916712,2940.000000000009,0,4500.0,1933.3481799161793,4050,1350,1350.0,3.6000000000000028
2024-10-24 01:46:00.000,34.22526751890085,15968.180646111488,13148.18064611148,2820.000000000009,0,4500.0,1894.580646110979,4050,1350,1350.0,3.6000000000000028
2024-10-25 01:18:00.000,33.95826179175462,15651.56166000418,13251.561660004169,2400.0000000000105,0,4500.0,1877.9616600036313,4140,1380,1350.0,3.6000000000000028
2024-10-26 00:50:00.000,34.09792049904644,15417.285741005371,13197.28574100536,2220.000000000011,0,4500.0,1823.6857410048253,4140,1380,1350.0,3.6000000000000028
2024-10-27 00:20:00.000,34.23077054740301,15186.066910087147,13146.066910087135,2040.0000000000118,0,4500.0,1772.4669100866126,4140,1380,1350.0,3.6000000000000028
2024-10-28 00:30:00.000,34.06327797265524,14050.707447511184,13210.707447511177,840.0000000000066,0,4500.0,1717.107447510653,4230,1410,1350.0,3.6000000000000028
2024-10-29 00:00:00.000,34.81283751149599,13586.266060656495,12926.266060656497,659.9999999999976,0,4500.0,1552.666060656003,4140,1380,1350.0,3.6000000000000028
2024-10-30 00:00:00.000,35.574365280302956,12649.558086399897,12649.558086399897,0.0,0,4500.0,1395.9580863993979,4050,1350,1350.0,3.6000000000000028
2024-10-31 00:00:00.000,35.51031848799323,12672.372965400304,12672.372965400304,0.0,0,4500.0,1418.7729653998028,4050,1350,1350.0,3.6000000000000028
2024-11-01 00:00:00.000,35.4457918414143,12695.442156104611,12695.442156104611,0.0,0,4500.0,1441.8421561041087,4050,1350,1350.0,3.6000000000000028
2024-11-02 00:00:00.000,35.39461435970128,12713.79864255139,12713.79864255139,0.0,0,4500.0,1460.1986425508878,4050,1350,1350.0,3.6000000000000028
2024-11-03 00:00:00.000,35.35001415124419,12729.839317027872,12729.839317027872,0.0,0,4500.0,1476.239317027375,4050,1350,1350.0,3.6000000000000028
2024-11-04 00:00:00.000,35.31016681897526,12744.204871843749,12744.204871843749,0.0,0,4500.0,1490.6048718432535,4050,1350,1350.0,3.6000000000000028
2024-11-05 00:00:00.000,35.271575282531906,12758.148633720382,12758.148633720382,0.0,0,4500.0,1504.5486337198822,4050,1350,1350.0,3.6000000000000028
2024-11-06 00:00:00.000,35.23454153095121,12771.558262073731,12771.558262073731,0.0,0,4500.0,1517.9582620732294,4050,1350,1350.0,3.6000000000000028
2024-11-07 00:00:00.000,35.20218053049483,12783.29902348451,12783.29902348451,0.0,0,4500.0,1529.6990234840055,4050,1350,1350.0,3.6000000000000028
2024-11-08 00:00:00.000,35.17849554147317,12791.905767245762,12791.905767245762,0.0,0,4500.0,1538.3057672452599,4050,1350,1350.0,3.6000000000000028
2024-11-09 00:00:00.000,35.1556273276779,12800.226712089323,12800.226712089323,0.0,0,4500.0,1546.626712088819,4050,1350,1350.0,3.6000000000000028
2024-11-10 00:00:00.000,35.133771528803415,12808.189397801498,12808.189397801498,0.0,0,4500.0,1554.589397801,4050,1350,1350.0,3.6000000000000028
2024-11-11 00:00:00.000,35.112942775569955,12815.787126594534,12815.787126594534,0.0,0,4500.0,1562.187126594032,4050,1350,1350.0,3.6000000000000028
2024-11-12 00:00:00.000,35.09294970455279,12823.088506054513,12823.088506054513,0.0,0,4500.0,1569.4885060540098,4050,1350,1350.0,3.6000000000000028
2024-11-13 00:00:00.000,35.07629328901608,12829.177709633152,12829.177709633152,0.0,0,4500.0,1575.5777096326485,4050,1350,1350.0,3.6000000000000028
2024-11-14 00:00:00.000,35.06036262591375,12835.007007811062,12835.007007811062,0.0,0,4500.0,1581.407007810562,4050,1350,1350.0,3.6000000000000028
2024-11-15 00:00:00.000,35.04508574397242,12840.602054380699,12840.602054380699,0.0,0,4500.0,1587.002054380202,4050,1350,1350.0,3.6000000000000028
2024-11-16 00:00:00.000,35.030236818903084,12846.045041784306,12846.045041784306,0.0,0,4500.0,1592.445041783808,4050,1350,1350.0,3.6000000000000028
2024-11-17 00:00:00.000,35.01584066604842,12851.326469403399,12851.326469403399,0.0,0,4500.0,1597.7264694028934,4050,1350,1350.0,3.6000000000000028
2024-11-18 00:00:00.000,35.00202368413555,12856.399505950842,12856.399505950842,0.0,0,4500.0,1602.7995059503432,4050,1350,1350.0,3.6000000000000028
2024-11-19 00:00:00.000,34.989771627296896,12860.90131691335,12860.90131691335,0.0,0,4500.0,1607.3013169128521,4050,1350,1350.0,3.6000000000000028
2024-11-20 00:00:00.000,34.978868943552605,12864.909975396593,12864.909975396593,0.0,0,4500.0,1611.3099753960864,4050,1350,1350.0,3.6000000000000028
2024-11-21 00:00:00.000,34.968267910289825,12868.810121063565,12868.810121063565,0.0,0,4500.0,1615.2101210630635,4050,1350,1350.0,3.6000000000000028
2024-11-22 00:00:00.000,34.95803829401277,12872.57586410594,12872.57586410594,0.0,0,4500.0,1618.9758641054364,4050,1350,1350.0,3.6000000000000028
2024-11-23 00:00:00.000,34.948052426245155,12876.254004416587,12876.254004416587,0.0,0,4500.0,1622.6540044160822,4050,1350,1350.0,3.6000000000000028
2024-11-24 00:00:00.000,34.93821934707405,12879.8779219321,12879.8779219321,0.0,0,4500.0,1626.2779219315962,4050,1350,1350.0,3.6000000000000028
2024-11-25 00:00:00.000,34.92863361450901,12883.412645522852,12883.412645522852,0.0,0,4500.0,1629.8126455223546,4050,1350,1350.0,3.6000000000000028
2024-11-26 00:00:00.000,34.91932537723786,12886.846900350836,12886.846900350836,0.0,0,4500.0,1633.2469003503363,4050,1350,1350.0,3.6000000000000028
2024-11-27 00:00:00.000,34.910161501306874,12890.229682356356,12890.229682356356,0.0,0,4500.0,1636.6296823558532,4050,1350,1350.0,3.6000000000000028
2024-11-28 00:00:00.000,34.901101462307864,12893.57588000443,12893.57588000443,0.0,0,4500.0,1639.9758800039283,4050,1350,1350.0,3.6000000000000028
2024-11-29 00:00:00.000,34.892247809119596,12896.847530768311,12896.847530768311,0.0,0,4500.0,1643.247530767807,4050,1350,1350.0,3.6000000000000028
2024-11-30 00:00:00.000,34.883592704808905,12900.047417935964,12900.047417935964,0.0,0,4500.0,1646.4474179354654,4050,1350,1350.0,3.6000000000000028
2024-12-01 00:00:00.000,34.8750115822401,12903.221521198288,12903.221521198288,0.0,0,4500.0,1649.6215211977847,4050,1350,1350.0,3.6000000000000028
2024-12-02 00:00:00.000,34.86650803374588,12906.368471556236,12906.368471556236,0.0,0,4500.0,1652.7684715557348,4050,1350,1350.0,3.6000000000000028
2024-12-03 00:00:00.000,34.85817809089667,12909.45266349187,12909.45266349187,0.0,0,4500.0,1655.852663491372,4050,1350,1350.0,3.6000000000000028
2024-12-04 00:00:00.000,34.849981362376504,12912.488971538245,12912.488971538245,0.0,0,4500.0,1658.888971537744,4050,1350,1350.0,3.6000000000000028
2024-12-05 00:40:00.000,34.84155167779125,12915.613063434244,12915.613063434244,0.0,0,4500.0,1662.0130634337108,4050,1350,1350.0,3.6000000000000028
2024-12-06 00:18:00.000,34.019961446548294,13707.528217721056,13227.528217721057,479.9999999999983,0,4500.0,1973.9282177205455,4050,1350,1350.0,3.6000000000000028
2024-12-07 01:34:00.000,34.007502158667116,14012.374371409505,13232.374371409498,780.0000000000068,0,4500.0,1978.774371408962,4050,1350,1350.0,3.6000000000000028
2024-12-08 01:10:00.000,32.85363202666483,15317.115729389336,13697.115729389332,1620.0000000000036,0,4500.0,2323.515729388791,4140,1380,1350.0,3.6000000000000028
2024-12-09 00:44:00.000,32.829587366524386,15747.147609745942,13707.14760974593,2040.0000000000118,0,4500.0,2333.5476097453843,4140,1380,1350.0,3.6000000000000028
2024-12-10 02:00:00.000,32.81380369803657,16053.740843367279,13713.740843367268,2340.000000000011,0,4500.0,2340.1408433667857,4140,1380,1350.0,3.6000000000000028
2024-12-11 01:34:00.000,33.15596429460398,16092.218741749468,13572.218741749457,2520.00000000001,0,4500.0,2318.6187417489377,4050,1350,1350.0,3.6000000000000028
2024-12-12 01:08:00.000,32.776362045807694,16429.406557417442,13729.406557417431,2700.00000000001,0,4500.0,2355.8065574168936,4140,1380,1350.0,3.6000000000000028
2024-12-13 00:42:00.000,31.34296403714611,18437.289229783215,14357.2892297832,4080.000000000014,0,4500.0,2743.689229782649,4320,1440,1350.0,3.6000000000000028
2024-12-14 01:56:00.000,31.98460499804836,18569.26863806692,14069.268638066911,4500.000000000008,0,4500.0,2695.6686380664482,4140,1380,1350.0,3.6000000000000028
2024-12-15 01:30:00.000,31.959332988478252,18640.393985764065,14080.393985764058,4560.000000000007,0,4500.0,2706.7939857635474,4140,1380,1350.0,3.6000000000000028
2024-12-16 01:04:00.000,31.939435129346418,18889.165890931294,14089.165890931286,4800.000000000007,0,4500.0,2715.565890930763,4140,1380,1350.0,3.6000000000000028
2024-12-17 00:38:00.000,32.25852259944156,19229.801904684577,13949.801904684566,5280.00000000001,0,4500.0,2696.2019046840405,4050,1350,1350.0,3.6000000000000028
2024-12-18 01:54:00.000,31.890168902466883,19450.931847877117,14110.931847877106,5340.00000000001,0,4500.0,2737.331847876656,4140,1380,1350.0,3.6000000000000028
2024-12-19 01:28:00.000,31.856142580639162,19466.00407789145,14126.00407789144,5340.00000000001,0,4500.0,2752.4040778909484,4140,1380,1350.0,3.6000000000000028
2024-12-20 01:00:00.000,31.817228806971947,19543.280759303405,14143.280759303394,5400.00000000001,0,4500.0,2769.6807593028834,4140,1380,1350.0,3.6000000000000028
2024-12-21 00:34:00.000,31.4485121904046,19769.102995889956,14309.102995889947,5460.000000000009,0,4500.0,2815.5029958894174,4230,1410,1350.0,3.6000000000000028
2024-12-22 01:50:00.000,31.41006259878889,20026.619012129933,14326.619012129926,5700.000000000008,0,4500.0,2833.0190121294677,4230,1410,1350.0,3.6000000000000028
2024-12-23 01:24:00.000,31.371886313059488,20044.053000494085,14344.053000494077,5700.000000000008,0,4500.0,2850.453000493579,4230,1410,1350.0,3.6000000000000028
2024-12-24 00:56:00.000,32.002603775413554,20181.35585585442,14061.355855854414,6120.000000000007,0,4500.0,2807.755855853915,4050,1350,1350.0,3.6000000000000028
2024-12-25 00:30:00.000,31.963208752993445,20198.686638676616,14078.686638676609,6120.000000000007,0,4500.0,2825.0866386761,4050,1350,1350.0,3.6000000000000028
2024-12-26 01:46:00.000,31.580618322286185,20369.246021964012,14249.246021964005,6120.000000000007,0,4500.0,2875.6460219635424,4140,1380,1350.0,3.6000000000000028
2024-12-27 01:18:00.000,31.88224884979759,20234.437225555284,14114.437225555277,6120.000000000007,0,4500.0,2860.8372255547933,4050,1350,1350.0,3.6000000000000028
2024-12-28 00:52:00.000,31.17329835963314,20675.431079783113,14435.431079783108,6240.0000000000055,0,4500.0,2941.8310797826252,4230,1410,1350.0,3.6000000000000028
2024-12-29 02:06:00.000,31.132207435913724,20694.484184147055,14454.484184147048,6240.000000000007,0,4500.0,2960.8841841466574,4230,1410,1350.0,3.6000000000000028
2024-12-30 01:40:00.000,31.08820393939605,20774.943643487382,14474.943643487375,6300.000000000007,0,4500.0,2981.343643486919,4230,1410,1350.0,3.6000000000000028
2024-12-31 01:14:00.000,31.699635235485285,21035.746943367347,14195.746943367343,6840.000000000004,0,4500.0,2942.14694336688,4050,1350,1350.0,3.6000000000000028
2025-01-01 00:48:00.000,31.00270932293862,20994.86046953481,14514.860469534806,6480.0000000000055,0,4500.0,3021.2604695343434,4230,1410,1350.0,3.6000000000000028
2025-01-02 02:02:00.000,31.611615903880164,21015.273557931752,14235.273557931749,6780.000000000005,0,4500.0,2981.6735579313363,4050,1350,1350.0,3.6000000000000028
2025-01-03 01:36:00.000,31.56941322652435,21034.303580844316,14254.303580844316,6780.0,0,4500.0,3000.7035808438523,4050,1350,1350.0,3.6000000000000028
2025-01-04 01:10:00.000,31.527417172768878,20993.29100680908,14273.291006809073,6720.0000000000055,0,4500.0,3019.6910068086177,4050,1350,1350.0,3.6000000000000028
2025-01-05 00:44:00.000,31.147236783098016,21227.50952174967,14447.509521749666,6780.0000000000055,0,4500.0,3073.909521749203,4140,1380,1350.0,3.6000000000000028
2025-01-06 01:58:00.000,31.441087989114376,21032.48181220066,14312.481812200656,6720.0000000000055,0,4500.0,3058.8818122002344,4050,1350,1350.0,3.6000000000000028
2025-01-07 01:32:00.000,31.063340323801036,21266.529629758,14486.529629757995,6780.000000000005,0,4500.0,3112.929629757537,4140,1380,1350.0,3.6000000000000028
2025-01-08 01:04:00.000,31.00518118179531,21353.703285959757,14513.703285959751,6840.0000000000055,0,4500.0,3140.1032859593033,4140,1380,1350.0,3.6000000000000028
2025-01-09 02:20:00.000,30.585490405227933,21552.858745697347,14712.858745697344,6840.000000000004,0,4500.0,3219.2587456969954,4230,1410,1350.0,3.6000000000000028
2025-01-10 01:52:00.000,30.900621922723182,21402.813691108484,14562.81369110848,6840.000000000004,0,4500.0,3189.2136911080734,4140,1380,1350.0,3.6000000000000028
2025-01-11 01:26:00.000,30.58549040522775,21552.858745697435,14712.858745697431,6840.000000000004,0,4500.0,3219.2587456969954,4230,1410,1350.0,3.6000000000000028
2025-01-12 01:00:00.000,30.58549040522775,21612.858745697435,14712.858745697431,6900.000000000004,0,4500.0,3219.2587456969954,4230,1410,1350.0,3.6000000000000028
2025-01-13 02:14:00.000,30.900526322344106,21642.85874569735,14562.858745697347,7080.000000000004,0,4500.0,3189.2587456969954,4140,1380,1350.0,3.6000000000000028
2025-01-14 01:48:00.000,29.10199254877203,24822.8587456974,15462.858745697393,9360.000000000005,0,4500.0,3729.2587456969954,4410,1470,1350.0,3.6000000000000028
2025-01-15 01:22:00.000,29.387066613308914,24792.858745697424,15312.858745697418,9480.000000000005,0,4500.0,3699.2587456969954,4320,1440,1350.0,3.6000000000000028
2025-01-16 00:54:00.000,30.276813343884353,21882.858745697427,14862.858745697424,7020.000000000004,0,4500.0,3249.2587456969954,4320,1440,1350.0,3.6000000000000028
2025-01-17 02:10:00.000,29.974304536034424,24792.858745697347,15012.858745697344,9780.000000000004,0,4500.0,3639.2587456969954,4140,1380,1350.0,3.6000000000000028
2025-01-18 01:42:00.000,29.101992548772017,24822.85874569741,15462.858745697404,9360.000000000005,0,4500.0,3729.2587456969954,4410,1470,1350.0,3.6000000000000028
2025-01-19 01:16:00.000,29.974304536034296,24852.858745697413,15012.85874569741,9840.000000000004,0,4500.0,3639.2587456969954,4140,1380,1350.0,3.6000000000000028
